id,financial_statement_id,fieldName,fieldValue,decimals,cvrnummer,startDate,endDate,dimensions,unitIdXbrl,koncern
15498,110,cmn:NameAndSurnameOfMemberOfExecutiveBoard_memberOfBoardIdentifier,Lars Peter Kruse,,27416349,2016-01-01,2016-12-31,1,,0
15501,110,fsa:ShorttermLiabilitiesOtherThanProvisions,5000,0,27416349,,2016-12-31,,iso4217:DKK,0
15505,110,fsa:ProfitLoss,625,0,27416349,2015-01-01,2015-12-31,,iso4217:DKK,0
15509,110,gsd:AddressOfAuditorCountry,Danmark,,27416349,2016-01-01,2016-12-31,,,0
15513,110,fsa:OtherShorttermPayables,5000,0,27416349,,2016-12-31,,iso4217:DKK,0
15517,110,fsa:Assets,130000,0,27416349,,2016-12-31,,iso4217:DKK,0
15521,110,arr:StatementWhetherQualificationsOfAuditedFinancialStatementsAreOfSuchDecisiveImportanceThatAnnualGeneralMeetingShouldNotApproveFinancialStatements,"Vi har udført vores revision i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gældende i Danmark. Vores ansvar ifølge disse standarder og krav er nærmere beskrevet i revisionspåtegningens afsnit ”Revisors ansvar for revisionen af årsregnskabet”. Vi er uafhængige af selskabet i overensstemmelse med internationale etiske regler for revisorer (IESBA’s etiske regler) og de yderligere krav, der er gældende i Danmark, ligesom vi har opfyldt vores øvrige etiske forpligtelser i henhold til disse regler og krav. Det er vores opfattelse, at det opnåede revisionsbevis er tilstrækkeligt og egnet som grundlag for vores konklusion.",,27416349,2016-01-01,2016-12-31,,,0
15525,110,arr:SignatureOfAuditorsDate,2017-04-11,,27416349,2016-01-01,2016-12-31,,,0
15529,110,fsa:Equity,125000,0,27416349,,2016-12-31,,iso4217:DKK,0
15531,110,cmn:IdentificationNumberCvrOfAuditFirm_auditorIdentifier,32895468,,27416349,2016-01-01,2016-12-31,1,,0
15535,110,gsd:AddressOfSubmittingEnterprisePostcodeAndTown,9200 Aalborg SV,,27416349,2016-01-01,2016-12-31,,,0
15538,110,fsa:ProfitLoss,0,0,27416349,2016-01-01,2016-12-31,,iso4217:DKK,0
15542,110,fsa:OtherShorttermPayables,11250,0,27416349,,2015-12-31,,iso4217:DKK,0
15546,110,sob:DateOfApprovalOfAnnualReport,2017-04-11,,27416349,2016-01-01,2016-12-31,,,0
15550,110,fsa:DisclosureOfContingentLiabilities,"Garantiforpligtelser

Selskabet er komplementar i K/S Moltkestrasse. De samlede aktiver i kommanditselskabet udgør pr. 31 decebemer 2016 TDKK 35.467, mens de samlede gældsforpligtelser udgør TDKK 15.870.",,27416349,2016-01-01,2016-12-31,,,0
15554,110,fsa:OtherShorttermReceivables,136250,0,27416349,,2015-12-31,,iso4217:DKK,0
15558,110,gsd:AddressOfAuditorPostCodeIdentifier_auditorIdentifier,2860,,27416349,2016-01-01,2016-12-31,1,,0
15560,110,cmn:DescriptionOfAuditor_auditorIdentifier,Statsaut. revisor,,27416349,2016-01-01,2016-12-31,1,,0
15562,110,gsd:AddressOfReportingEntityDistrictName,Charlottenlund,,27416349,2016-01-01,2016-12-31,,,0
15564,110,gsd:RegisteredOfficeOfReportingEntity,Charlottenlund,,27416349,2016-01-01,2016-12-31,,,0
15566,110,fsa:DescriptionOfGeneralMattersRelatedToRecognitionMeasurementAndChangesInAccountingPolicies,"I resultatopgørelsen indregnes indtægter i takt med, at de indtjenes, herunder indregnes værdireguleringer af finansielle aktiver og forpligtelser. I resultatopgørelsen indregnes ligeledes alle omkostninger, herunder afskrivninger og nedskrivninger.

I balancen indregnes aktiver, når det er sandsynligt, at fremtidige økonomiske fordele vil tilflyde selskabet, og aktivets værdi kan måles pålideligt. Forpligtelser indregnes i balancen, når det er sandsynligt, at fremtidige økonomiske fordele vil fragå selskabet, og forpligtelsens værdi kan måles pålideligt. Ved første indregning måles aktiver og forpligtelser til kostpris. Efterfølgende måles aktiver og forpligtelser som beskrevet nedenfor for hver enkelt regnskabspost.

Ved indregning og måling tages hensyn til forudsigelige tab og risici, der fremkommer inden årsrapporten aflægges, og som be- eller afkræfter forhold, der eksisterede på balancedagen.",,27416349,2016-01-01,2016-12-31,,,0
15568,110,sob:PlaceOfSignatureOfStatement,Charlottenlund,,27416349,2016-01-01,2016-12-31,,,0
15570,110,gsd:IdentificationNumberCvrOfReportingEntity,27416349,,27416349,2016-01-01,2016-12-31,,,0
15572,110,gsd:AddressOfReportingEntityPostCodeIdentifier,2920,,27416349,2016-01-01,2016-12-31,,,0
15574,110,cmn:NameAndSurnameOfAuditor_auditorIdentifier,Kasper Rabing Christensen,,27416349,2016-01-01,2016-12-31,1,,0
15576,110,gsd:NameOfSubmittingEnterprise,Beierholm,,27416349,2016-01-01,2016-12-31,,,0
15578,110,arr:SignatureOfAuditorsPlace,København,,27416349,2016-01-01,2016-12-31,,,0
15580,110,sob:RecommendationForApprovalOfAnnualReportByGeneralMeeting,Årsrapporten indstilles til generalforsamlingens godkendelse.,,27416349,2016-01-01,2016-12-31,,,0
15583,110,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg og reklame, administration, lokaler og tab på debitorer i det omfang, de ikke overstiger normale nedskrivninger.",,27416349,2016-01-01,2016-12-31,,,0
15586,110,fsa:OtherFinanceIncome,6250,0,27416349,2016-01-01,2016-12-31,,iso4217:DKK,0
15588,110,sob:IdentificationOfApprovedAnnualReport,Jeg har dags dato aflagt årsrapporten for regnskabsåret 01.01.16 - 31.12.16 for Gummersbach 2003 ApS.,,27416349,2016-01-01,2016-12-31,,,0
15592,110,arr:StatementOfAuditorsResponsibilityForAuditAndAuditPerformed,"Vores mål er at opnå høj grad af sikkerhed for, om årsregnskabet som helhed er uden væsentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl, og at afgive en revisionspåtegning med en konklusion. Høj grad af sikkerhed er et højt niveau af sikkerhed, men er ikke en garanti for, at en revision, der udføres i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gældende i Danmark, altid vil afdække væsentlig fejlinformation, når sådan findes. Fejlinformationer kan opstå som følge af besvigelser eller fejl og kan betragtes som væsentlige, hvis det med rimelighed kan forventes, at de enkeltvis eller samlet har indflydelse på de økonomiske beslutninger, som regnskabsbrugerne træffer på grundlag af årsregnskabet.
Som led i en revision, der udføres i overensstemmelse med internationale standarder om revision og de yderligere krav, der er gældende i Danmark, foretager vi faglige vurderinger og opretholder professionel skepsis under revisionen. Herudover: 
Identificerer og vurderer vi risikoen for væsentlig fejlinformation i årsregnskabet, uanset om denne skyldes besvigelser eller fejl, udformer og udfører revisionshandlinger som reaktion på disse risici samt opnår revisionsbevis, der er tilstrækkeligt og egnet til at danne grundlag for vores konklusion. Risikoen for ikke at opdage væsentlig fejlinformation forårsaget af besvigelser er højere end ved væsentlig fejlinformation forårsaget af fejl, idet besvigelser kan omfatte sammensværgelser, dokumentfalsk, bevidste udeladelser, vildledning eller tilsidesættelse af intern kontrol.
Opnår vi forståelse af den interne kontrol med relevans for revisionen for at kunne udforme revisionshandlinger, der er passende efter omstændighederne, men ikke for at kunne udtrykke en konklusion om effektiviteten af selskabets interne kontrol.
Tager vi stilling til, om den regnskabspraksis, som er anvendt af ledelsen, er passende, samt om de regnskabsmæssige skøn og tilknyttede oplysninger, som ledelsen har udarbejdet, er rimelige.
Konkluderer vi, om ledelsens udarbejdelse af årsregnskabet på grundlag af regnskabsprincippet om fortsat drift er passende, samt om der på grundlag af det opnåede revisionsbevis er væsentlig usikkerhed forbundet med begivenheder eller forhold, der kan skabe betydelig tvivl om selskabets evne til at fortsætte driften. Hvis vi konkluderer, at der er en væsentlig usikkerhed, skal vi i vores revisionspåtegning gøre opmærksom på oplysninger herom i årsregnskabet eller, hvis sådanne oplysninger ikke er tilstrækkelige, modificere vores konklusion. Vores konklusioner er baseret på det revisionsbevis, der er opnået frem til datoen for vores revisionspåtegning. Fremtidige begivenheder eller forhold kan dog medføre, at selskabet ikke længere kan fortsætte driften.

Tager vi stilling til den samlede præsentation, struktur og indhold af årsregnskabet, herunder noteoplysningerne, samt om årsregnskabet afspejler de underliggende transaktioner og begivenheder på en sådan måde, at der gives et retvisende billede heraf.
Vi kommunikerer med den øverste ledelse om blandt andet det planlagte omfang og den tidsmæssige placering af revisionen samt betydelige revisionsmæssige observationer, herunder eventuelle betydelige mangler i intern kontrol, som vi identificerer under revisionen.",,27416349,2016-01-01,2016-12-31,,,0
15595,110,gsd:InformationOnTypeOfSubmittedReport,Årsrapport,,27416349,2016-01-01,2016-12-31,,,0
15597,110,arr:IdentificationOfAuditedFinancialStatements,"Vi har revideret årsregnskabet for Gummersbach 2003 ApS for regnskabsåret  01.01.16 - 31.12.16, der omfatter resultatopgørelse, balance, egenkapitalopgørelse og noter, herunder anvendt regnskabspraksis. Årsregnskabet udarbejdes efter årsregnskabsloven.",,27416349,2016-01-01,2016-12-31,,,0
15601,110,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxPayablesAndDeferredTax,"Skyldig og tilgodehavende aktuel skat indregnes i balancen som beregnet skat af årets skattepligtige indkomst, reguleret for betalte acontoskatter.

Udskudte skatteforpligtelser og udskudte skatteaktiver beregnes af alle midlertidige forskelle mellem regnskabsmæssige og skattemæssige værdier af aktiver og forpligtelser. Der indregnes dog ikke udskudt skat af midlertidige forskelle vedrørende skattemæssigt ikke afskrivningsberettiget goodwill samt andre poster, hvor midlertidige forskelle, bortset fra virksomhedsovertagelser, er opstået på anskaffelsestidspunktet uden at have effekt på resultat eller skattepligtig indkomst.  I de tilfælde, hvor opgørelse af skatteværdien kan foretages efter forskellige beskatningsregler, måles udskudt skat på grundlag af den af ledelsen planlagte anvendelse af aktivet henholdsvis afvikling af forpligtelsen.

Udskudte skatteaktiver indregnes med den værdi, de efter vurdering forventes at kunne realiseres til ved modregning i udskudte skatteforpligtelser eller ved udligning i skat af fremtidig indtjening.

Udskudt skat måles på grundlag af de skatteregler og skattesatser, der med balancedagens lovgivning vil være gældende, når den udskudte skat forventes udløst som aktuel skat.",,27416349,2016-01-01,2016-12-31,,,0
15603,110,gsd:AddressOfReportingEntityStreetBuildingIdentifier,35,,27416349,2016-01-01,2016-12-31,,,0
15606,110,fsa:ProfitLoss_RetainedEarningsMember,625,0,27416349,2015-01-01,2015-12-31,,iso4217:DKK,0
15609,110,gsd:AddressOfAuditorDistrictName_auditorIdentifier,Søborg,,27416349,2016-01-01,2016-12-31,1,,0
15612,110,fsa:ShorttermLiabilitiesOtherThanProvisions,11250,0,27416349,,2015-12-31,,iso4217:DKK,0
15614,110,fsa:ContributedCapital,125000,0,27416349,,2016-12-31,,iso4217:DKK,0
15617,110,gsd:AddressOfReportingEntityStreetName,Ordruphøjvej,,27416349,2016-01-01,2016-12-31,,,0
15619,110,fsa:OtherFinanceIncome,6875,0,27416349,2015-01-01,2015-12-31,,iso4217:DKK,0
15622,110,fsa:ContributedCapital,125000,0,27416349,,2015-12-31,,iso4217:DKK,0
15625,110,fsa:OtherShorttermReceivables,130000,0,27416349,,2016-12-31,,iso4217:DKK,0
15628,110,arr:AddresseeOfAuditorsReportOnAuditedFinancialStatements,Til kapitalejeren i Gummersbach 2003 ApS,,27416349,2016-01-01,2016-12-31,,,0
15631,110,fsa:ExplanationOfGroundsOfNoncomparabilityOrRestatement,Den anvendte regnskabspraksis er uændret i forhold til foregående år.,,27416349,2016-01-01,2016-12-31,,,0
15633,110,gsd:ReportingPeriodStartDate,2016-01-01,,27416349,2016-01-01,2016-12-31,,,0
15636,110,fsa:LiabilitiesOtherThanProvisions,5000,0,27416349,,2016-12-31,,iso4217:DKK,0
15639,110,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfLiabilitiesOtherThanProvisions,"Kortfristede gældsforpligtelser måles til amortiseret kostpris, hvilket normalt svarer til gældens pålydende værdi.",,27416349,2016-01-01,2016-12-31,,,0
15641,110,gsd:DateOfGeneralMeeting,2017-04-28,,27416349,2016-01-01,2016-12-31,,,0
15644,110,fsa:Equity,125000,0,27416349,,2015-12-31,,iso4217:DKK,0
15647,110,fsa:LiabilitiesOtherThanProvisions,11250,0,27416349,,2015-12-31,,iso4217:DKK,0
15649,110,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,Under andre finansielle poster indregnes renteindtægter og renteomkostninger m.v.,,27416349,2016-01-01,2016-12-31,,,0
15651,110,gsd:AddressOfSubmittingEnterpriseStreetAndNumber,Voergaardvej 2,,27416349,2016-01-01,2016-12-31,,,0
15654,110,sob:ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,Årsrapporten aflægges i overensstemmelse med årsregnskabsloven.,,27416349,2016-01-01,2016-12-31,,,0
15657,110,fsa:DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,"Årets aktuelle og udskudte skatter indregnes i resultatopgørelsen som skat af årets resultat med den del, der kan henføres til årets resultat, og direkte i egenkapitalen med den del, der kan henføres til poster indregnet direkte i egenkapitalen.",,27416349,2016-01-01,2016-12-31,,,0
15659,110,fsa:CurrentAssets,136250,0,27416349,,2015-12-31,,iso4217:DKK,0
15662,110,cmn:NameOfAuditFirm_auditorIdentifier,Beierholm,,27416349,2016-01-01,2016-12-31,1,,0
15665,110,fsa:Assets,136250,0,27416349,,2015-12-31,,iso4217:DKK,0
15668,110,fsa:LiabilitiesAndEquity,130000,0,27416349,,2016-12-31,,iso4217:DKK,0
15671,110,fsa:LiabilitiesAndEquity,136250,0,27416349,,2015-12-31,,iso4217:DKK,0
15674,110,gsd:AddressOfAuditorStreetName_auditorIdentifier,Knud Højgaards Vej,,27416349,2016-01-01,2016-12-31,1,,0
15677,110,fsa:ClassOfReportingEntity,Regnskabsklasse B,,27416349,2016-01-01,2016-12-31,,,0
15680,110,gsd:ReportingPeriodEndDate,2016-12-31,,27416349,2016-01-01,2016-12-31,,,0
15683,110,fsa:GrossProfitLoss,-6250,0,27416349,2016-01-01,2016-12-31,,iso4217:DKK,0
15685,110,gsd:NameAndSurnameOfChairmanOfGeneralMeeting,Lars Peter Kruse,,27416349,2016-01-01,2016-12-31,,,0
15688,110,fsa:GrossProfitLoss,-6250,0,27416349,2015-01-01,2015-12-31,,iso4217:DKK,0
15691,110,fsa:ShorttermReceivables,136250,0,27416349,,2015-12-31,,iso4217:DKK,0
15694,110,fsa:StatementOfChangesInEquity,"Beløb i DKK
Selskabskapital
Overført resultat


Egenkapitalopgørelse for 01.01.16 - 31.12.16

Saldo pr. 01.01.16
125.000
0


Saldo pr. 31.12.16
125.000
0",,27416349,2016-01-01,2016-12-31,,,0
15697,110,cmn:TypeOfAuditorAssistance,Revisionspåtegning,,27416349,2016-01-01,2016-12-31,,,0
18193,132,gsd:AddressOfReportingEntityStreetBuildingIdentifier,35,,33757220,2015-10-01,2016-09-30,,lang:da,0
18195,132,gsd:NameOfSubmittingEnterprise,Richard Pedersen,,33757220,2015-10-01,2016-09-30,,lang:da,0
18197,132,fsa:ProfitLoss_ProposedDividendRecognisedInEquityMember,30000,0,33757220,2014-10-01,2015-09-30,,iso4217:DKK,0
18200,132,gsd:IdentificationNumberCvrOfReportingEntity,33757220,,33757220,2015-10-01,2016-09-30,,lang:da,0
18203,132,fsa:ProfitLossFromOrdinaryActivitiesBeforeTax,104279,0,33757220,2014-10-01,2015-09-30,,iso4217:DKK,0
18207,132,fsa:LiabilitiesOtherThanProvisions,29766,0,33757220,,2016-09-30,,iso4217:DKK,0
18211,132,cmn:TypeOfAuditorAssistance,Ingen bistand,,33757220,2015-10-01,2016-09-30,,lang:da,0
18214,132,fsa:OtherShorttermPayables,10530,0,33757220,,2015-09-30,,iso4217:DKK,0
18219,132,gsd:PredingReportingPeriodEndDate,2015-09-30,,33757220,2015-10-01,2016-09-30,,,0
18224,132,fsa:OtherFinanceExpenses,2497,0,33757220,2015-10-01,2016-09-30,,iso4217:DKK,0
18233,132,fsa:DisclosureOfEquity,"<table style=""border-collapse:collapse; border-width:0pt; width:650px"" xmlns=""http://www.w3.org/1999/xhtml"">
  <tbody>
    <tr>
      <th style=""border-width:0pt; width:30%""> </th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">Virksomheds-kapital</th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">Overført resultat</th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">Foreslået udbytte</th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">Ialt</th>
    </tr>
    <tr>
      <th style=""border-width:0pt; width:30%""> </th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">kr.</th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">kr.</th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">kr.</th>
      <th style=""border-width:0pt; font-weight:bold; text-align:right; width:14%"">kr.</th>
    </tr>
    <tr>
      <td>Saldo primo</td>
      <td style=""text-align:right"">80.000</td>
      <td style=""text-align:right"">180.531</td>
      <td style=""text-align:right"">
        <p>30.000</p>
      </td>
      <td style=""text-align:right"">290.531</td>
    </tr>
    <tr>
      <td>Udbetalt udbytte</td>
      <td style=""text-align:right"">0</td>
      <td style=""text-align:right"">0</td>
      <td style=""text-align:right"">-30.000</td>
      <td style=""text-align:right"">-30.000</td>
    </tr>
    <tr>
      <td>Udloddet ordinært udbytte</td>
      <td style=""text-align:right"">0</td>
      <td style=""text-align:right"">0</td>
      <td style=""text-align:right""> </td>
      <td style=""text-align:right"">0</td>
    </tr>
    <tr>
      <td>Årets resultat</td>
      <td style=""text-align:right"">0</td>
      <td style=""text-align:right"">-158.472</td>
      <td style=""text-align:right"">0</td>
      <td style=""text-align:right"">-158.472</td>
    </tr>
    <tr>
      <td style=""font-weight:bold"">Egenkapital ultimo</td>
      <td style=""border-bottom-color:currentColor; border-bottom-style:solid; border-bottom-width:2px; border-top-color:currentColor; border-top-style:solid; border-top-width:2px; font-weight:bold; text-align:right"">80.000</td>
      <td style=""border-bottom-color:currentColor; border-bottom-style:solid; border-bottom-width:2px; border-top-color:currentColor; border-top-style:solid; border-top-width:2px; font-weight:bold; text-align:right"">22.059</td>
      <td style=""border-bottom-color:currentColor; border-bottom-style:solid; border-bottom-width:2px; border-top-color:currentColor; border-top-style:solid; border-top-width:2px; font-weight:bold; text-align:right"">0</td>
      <td style=""border-bottom-color:currentColor; border-bottom-style:solid; border-bottom-width:2px; border-top-color:currentColor; border-top-style:solid; border-top-width:2px; font-weight:bold; text-align:right"">102.059</td>
    </tr>
  </tbody>
</table>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>",,33757220,2015-10-01,2016-09-30,,lang:da,0
18241,132,fsa:DisclosureOfMortgagesAndCollaterals,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen pantsætninger eller sikkerhedsstillelser.</p>",,33757220,2015-10-01,2016-09-30,,lang:da,0
18249,132,fsa:ShorttermReceivables,6970,0,33757220,,2015-09-30,,iso4217:DKK,0
18254,132,fsa:GrossResult,-65,0,33757220,2015-10-01,2016-09-30,,iso4217:DKK,0
18258,132,cmn:NameAndSurnameOfMemberOfExecutiveBoard_memberOfBoardIdentifier,Michael Foss Nielsen,,33757220,2015-10-01,2016-09-30,0,lang:da,0
18263,132,fsa:ContributedCapital,80000,0,33757220,,2015-09-30,,iso4217:DKK,0
18267,132,gsd:PrecedingReportingPeriodStartDate,2014-10-01,,33757220,2015-10-01,2016-09-30,,,0
18272,132,fsa:Assets,305635,0,33757220,,2015-09-30,,iso4217:DKK,0
18276,132,fsa:ProposedDividendRecognisedInEquity,30000,0,33757220,,2015-09-30,,iso4217:DKK,0
18280,132,fsa:ExternalExpenses,-65,0,33757220,2015-10-01,2016-09-30,,iso4217:DKK,0
18286,132,gsd:DateOfGeneralMeeting,2017-03-02,,33757220,2015-10-01,2016-09-30,,,0
18291,132,fsa:LiabilitiesAndEquity,305635,0,33757220,,2015-09-30,,iso4217:DKK,0
18297,132,fsa:ProfitLossFromOrdinaryOperatingActivities,-4000,0,33757220,2014-10-01,2015-09-30,,iso4217:DKK,0
18303,132,fsa:RetainedEarnings,22059,0,33757220,,2016-09-30,,iso4217:DKK,0
18308,132,fsa:ProfitLossFromOrdinaryOperatingActivities,-65,0,33757220,2015-10-01,2016-09-30,,iso4217:DKK,0
18322,132,fsa:ClassOfReportingEntity,Regnskabsklasse B,,33757220,2015-10-01,2016-09-30,,lang:da,0
18327,132,fsa:LongtermInvestmentsInGroupEnterprises,298665,0,33757220,,2015-09-30,,iso4217:DKK,0
18331,132,fsa:ShorttermPayablesToGroupEnterprises,4574,0,33757220,,2016-09-30,,iso4217:DKK,0
18336,132,fsa:AccountingPoliciesAreUnchangedFromPreviousPeriod,True,,33757220,2015-10-01,2016-09-30,,lang:da,0
18342,132,sob:DateOfApprovalOfAnnualReport,2017-03-02,,33757220,2015-10-01,2016-09-30,,,0
18348,132,fsa:TaxExpense,-940,0,33757220,2014-10-01,2015-09-30,,iso4217:DKK,0
18353,132,fsa:LongtermInvestmentsAndReceivables,113695,0,33757220,,2016-09-30,,iso4217:DKK,0
18358,132,fsa:ShorttermTaxReceivables,4000,0,33757220,,2016-09-30,,iso4217:DKK,0
18364,132,fsa:LiabilitiesOtherThanProvisions,15104,0,33757220,,2015-09-30,,iso4217:DKK,0
18370,132,fsa:OtherShorttermReceivables,6030,0,33757220,,2015-09-30,,iso4217:DKK,0
18376,132,fsa:ProfitLoss,105219,0,33757220,2014-10-01,2015-09-30,,iso4217:DKK,0
18382,132,fsa:CurrentDeferredTaxAssets,940,0,33757220,,2015-09-30,,iso4217:DKK,0
18389,132,gsd:NameOfReportingEntity,FOSS HOLDING GROUP ApS,,33757220,2015-10-01,2016-09-30,,lang:da,0
18396,132,fsa:ShorttermLiabilitiesOtherThanProvisions,15104,0,33757220,,2015-09-30,,iso4217:DKK,0
18404,132,fsa:ProfitLoss_RetainedEarningsMember,-158472,0,33757220,2015-10-01,2016-09-30,,iso4217:DKK,0
18411,132,fsa:TaxExpense,940,0,33757220,2015-10-01,2016-09-30,,iso4217:DKK,0
18418,132,gsd:AddressOfSubmittingEnterprisePostcodeAndTown,8362 Hørning,,33757220,2015-10-01,2016-09-30,,lang:da,0
18425,132,fsa:ExternalExpenses,0,0,33757220,2014-10-01,2015-09-30,,iso4217:DKK,0
18432,132,fsa:OtherShorttermReceivables,14130,0,33757220,,2016-09-30,,iso4217:DKK,0
18441,132,mrv:ManagementsReview,"<p xmlns=""http://www.w3.org/1999/xhtml"">
  <strong>Hovedaktivitetet</strong>
</p>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>
<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering i dattervirksomheder samt anden finansiel virksomhed.</p>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>
<p xmlns=""http://www.w3.org/1999/xhtml"">
  <strong>Udviklingen i aktiviteter og økonomiske forhold</strong>
</p>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>
<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har i indeværende regnskabsår haft et resultat på kr. - 158.472 og herefter en egenkapital</p>
<p xmlns=""http://www.w3.org/1999/xhtml"">på kr. 102.059.</p>
<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse  forventer en positiv udvikling i det kommende regnskabsår.</p>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>
<p xmlns=""http://www.w3.org/1999/xhtml"">
  <strong>Begivenheder efter regnskabets afslutning.</strong>
</p>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>
<p xmlns=""http://www.w3.org/1999/xhtml"">Der er efter regnskabsårets afslutning ikke indtruffet begivenheder, som væsentligt vil kunne påvirke virksomhedens finansielle stilling.</p>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>
<h3 xmlns=""http://www.w3.org/1999/xhtml""> </h3>
<p xmlns=""http://www.w3.org/1999/xhtml""> </p>",,33757220,2015-10-01,2016-09-30,,lang:da,0
18450,132,fsa:ProfitLossFromOrdinaryActivitiesBeforeTax,-157532,0,33757220,2015-10-01,2016-09-30,,iso4217:DKK,0
18458,132,fsa:ContributedCapital,80000,0,33757220,,2016-09-30,,iso4217:DKK,0
18465,132,gsd:AddressOfReportingEntityPostCodeIdentifier,8310,,33757220,2015-10-01,2016-09-30,,lang:da,0
